5-Gram,COUNT,RelativeFrequencies(%)
cedin,47,0.001386
cedly,1,0.000029
cedma,2,0.000059
cedmi,8,0.000236
cedmo,1,0.000029
cedne,4,0.000118
cedom,4,0.000118
cedon,63,0.001858
cedro,13,0.000383
cedst,1,0.000029
cedur,7,0.000206
ceede,245,0.007225
ceedi,449,0.013241
ceeds,45,0.001327
ceela,1,0.000029
cefie,1,0.000029
cefor,81,0.002389
ceful,169,0.004984
paane,1,0.000029
cegir,6,0.000177
pabil,3,0.000088
pable,154,0.004542
pably,3,0.000088
pacas,1,0.000029
pacau,1,0.000029
pacci,1,0.000029
paced,57,0.001681
paces,120,0.003539
pache,1,0.000029
pacho,1,0.000029
pachy,1,0.000029
pacif,68,0.002005
pacin,44,0.001298
pacio,45,0.001327
pacit,70,0.002064
packa,10,0.000295
packe,98,0.002890
packh,1,0.000029
packi,34,0.001003
packs,42,0.001239
packt,5,0.000147
pacte,5,0.000147
pactl,2,0.000059
pactn,1,0.000029
pacto,2,0.000059
pactu,1,0.000029
ceila,19,0.000560
ceile,2,0.000059
ceili,51,0.001504
ceipt,24,0.000708
padde,6,0.000177
paddi,2,0.000059
paddl,57,0.001681
padef,2,0.000059
padem,1,0.000029
ceisi,5,0.000147
pades,16,0.000472
ceite,10,0.000295
ceitf,94,0.002772
ceits,25,0.000737
ceius,1,0.000029
ceiva,44,0.001298
ceive,2166,0.063877
ceivi,228,0.006724
padlo,6,0.000177
padno,2,0.000059
padoc,8,0.000236
padre,5,0.000147
padua,1,0.000029
paean,2,0.000059
paedi,1,0.000029
paeeo,1,0.000029
paema,1,0.000029
paeni,1,0.000029
paffo,1,0.000029
celai,7,0.000206
celan,9,0.000265
celas,1,0.000029
celda,2,0.000059
celeb,182,0.005367
celed,1,0.000029
celeg,17,0.000501
celer,15,0.000442
celes,49,0.001445
celet,24,0.000708
celia,1,0.000029
celib,4,0.000118
celin,1,0.000029
celit,1,0.000029
cella,74,0.002182
celle,451,0.013300
celli,14,0.000413
cello,14,0.000413
cells,19,0.000560
cellu,12,0.000354
pagan,49,0.001445
pagat,10,0.000295
celon,18,0.000531
celos,1,0.000029
celot,11,0.000324
pagea,5,0.000147
pageb,1,0.000029
paged,2,0.000059
celsa,4,0.000118
pages,59,0.001740
paget,13,0.000383
celsu,2,0.000059
celti,9,0.000265
celts,2,0.000059
celui,2,0.000059
celum,1,0.000029
pagit,1,0.000029
pagli,1,0.000029
pagna,1,0.000029
pagne,17,0.000501
pagni,1,0.000029
pagod,6,0.000177
pagol,27,0.000796
pagos,2,0.000059
cemak,3,0.000088
ceman,17,0.000501
cembe,62,0.001828
pagus,2,0.000059
cemea,9,0.000265
cemen,135,0.003981
cemet,13,0.000383
cemia,1,0.000029
cemqu,1,0.000029
pahle,1,0.000029
cenai,1,0.000029
cenam,1,0.000029
cenar,25,0.000737
cenas,1,0.000029
cence,147,0.004335
cench,2,0.000059
cenci,2,0.000059
cency,25,0.000737
cenda,33,0.000973
cende,165,0.004866
cendi,101,0.002979
cends,13,0.000383
cener,18,0.000531
cenes,50,0.001475
cenez,18,0.000531
cenia,4,0.000118
cenim,1,0.000029
cenis,1,0.000029
cenit,2,0.000059
cenna,2,0.000059
cenne,1,0.000029
cenom,1,0.000029
cenop,4,0.000118
cenor,1,0.000029
cenot,1,0.000029
cenou,1,0.000029
cense,226,0.006665
censi,40,0.001180
censo,6,0.000177
censu,48,0.001416
centa,8,0.000236
cente,113,0.003332
centi,80,0.002359
centl,73,0.002153
centr,221,0.006517
cents,20,0.000590
centu,236,0.006960
paign,152,0.004483
cenum,6,0.000177
cenza,1,0.000029
pails,2,0.000059
paine,19,0.000560
painf,104,0.003067
painl,4,0.000118
pains,122,0.003598
paint,253,0.007461
paire,77,0.002271
pairi,83,0.002448
pairs,33,0.000973
ceorl,1,0.000029
ceous,1,0.000029
cepan,13,0.000383
cepen,1,0.000029
cepha,17,0.000501
cephi,2,0.000059
cepta,85,0.002507
cepte,126,0.003716
cepti,435,0.012828
cepto,3,0.000088
ceptr,60,0.001769
cepts,86,0.002536
pakhr,4,0.000118
palac,175,0.005161
palad,6,0.000177
palaf,1,0.000029
palan,14,0.000413
palat,9,0.000265
palav,3,0.000088
paled,6,0.000177
palel,2,0.000059
palem,2,0.000059
palen,4,0.000118
paler,11,0.000324
pales,16,0.000472
palet,1,0.000029
paley,1,0.000029
palfr,12,0.000354
palie,1,0.000029
palim,1,0.000029
palin,6,0.000177
palis,6,0.000177
palit,76,0.002241
palla,4,0.000118
palle,11,0.000324
palli,42,0.001239
pallo,13,0.000383
pally,22,0.000649
palma,2,0.000059
palme,14,0.000413
palmi,2,0.000059
palms,40,0.001180
palmy,4,0.000118
palom,1,0.000029
palpa,19,0.000560
palpi,2,0.000059
cerat,7,0.000206
cerau,2,0.000059
palsi,2,0.000059
cerbe,1,0.000029
cerbi,1,0.000029
palsy,19,0.000560
cerch,1,0.000029
paltr,8,0.000236
cerda,1,0.000029
cerde,1,0.000029
cereb,2,0.000059
cered,2,0.000059
cerel,32,0.000944
cerem,160,0.004719
cerer,13,0.000383
ceres,5,0.000147
ceret,10,0.000295
ceria,2,0.000059
cerie,9,0.000265
cerin,4,0.000118
cerit,35,0.001032
cerle,1,0.000029
cerne,138,0.004070
cerni,443,0.013064
cernm,12,0.000354
cerns,29,0.000855
ceron,2,0.000059
ceros,7,0.000206
cerou,2,0.000059
ceroy,44,0.001298
pamea,1,0.000029
certa,1383,0.040786
certe,21,0.000619
certi,19,0.000560
certs,9,0.000265
cerva,126,0.003716
cervi,1,0.000029
pamin,2,0.000059
pampa,1,0.000029
pampe,4,0.000118
pamph,17,0.000501
cesai,1,0.000029
cesar,14,0.000413
cesch,1,0.000029
cesco,27,0.000796
cesel,1,0.000029
cesen,3,0.000088
ceshi,10,0.000295
cesil,3,0.000088
cesio,2,0.000059
cesit,1,0.000029
cesoe,3,0.000088
panca,4,0.000118
panch,1,0.000029
panci,2,0.000059
pancr,1,0.000029
pancy,3,0.000088
panda,7,0.000206
pande,17,0.000501
pandi,2,0.000059
pando,6,0.000177
pands,3,0.000088
paned,1,0.000029
cessa,669,0.019729
paneg,4,0.000118
cesse,54,0.001592
cessf,117,0.003450
panel,15,0.000442
cessi,374,0.011030
panes,30,0.000885
cesso,62,0.001828
cessp,1,0.000029
cesss,4,0.000118
ceste,10,0.000295
cesto,43,0.001268
cestr,17,0.000501
cestu,5,0.000147
pangl,7,0.000206
pangs,10,0.000295
pangu,1,0.000029
cesva,9,0.000265
pania,33,0.000973
panic,49,0.001445
panie,308,0.009083
panil,1,0.000029
panim,20,0.000590
panin,1,0.000029
panio,347,0.010233
panis,98,0.002890
panit,4,0.000118
panki,1,0.000029
panna,1,0.000029
panne,11,0.000324
panni,8,0.000236
panop,5,0.000147
panor,5,0.000147
panov,1,0.000029
cetac,6,0.000177
cetan,2,0.000059
panse,17,0.000501
pansi,9,0.000265
panta,6,0.000177
pante,20,0.000590
panth,6,0.000177
panti,34,0.001003
panto,6,0.000177
pantr,23,0.000678
pants,10,0.000295
cetea,2,0.000059
ceted,2,0.000059
cetei,1,0.000029
panyc,1,0.000029
panyi,27,0.000796
cethi,7,0.000206
cethl,1,0.000029
panys,8,0.000236
panza,303,0.008936
cetia,1,0.000029
cetic,3,0.000088
panzi,1,0.000029
cetie,4,0.000118
cetim,2,0.000059
cetio,11,0.000324
cetol,12,0.000354
cetro,1,0.000029
cette,6,0.000177
cetth,1,0.000029
cetti,6,0.000177
cetty,2,0.000059
cetur,7,0.000206
cetus,5,0.000147
papac,1,0.000029
papal,2,0.000059
papas,3,0.000088
paper,382,0.011265
papho,3,0.000088
paphr,7,0.000206
papie,1,0.000029
papin,1,0.000029
ceval,2,0.000059
ceven,3,0.000088
paque,1,0.000029
parab,145,0.004276
parac,8,0.000236
parad,118,0.003480
paraf,1,0.000029
parag,41,0.001209
parai,3,0.000088
paral,152,0.004483
param,6,0.000177
parap,56,0.001651
paras,12,0.000354
parat,543,0.016013
parce,21,0.000619
parch,50,0.001475
parda,1,0.000029
pardi,4,0.000118
pardn,2,0.000059
pardo,155,0.004571
pards,3,0.000088
pardy,11,0.000324
pared,605,0.017842
pareg,1,0.000029
parel,45,0.001327
paren,412,0.012150
pares,12,0.000354
paret,10,0.000295
parin,135,0.003981
paris,192,0.005662
parit,26,0.000767
parke,4,0.000118
parkl,48,0.001416
parks,40,0.001180
parle,15,0.000442
parli,14,0.000413
parlo,45,0.001327
parma,6,0.000177
parme,2,0.000059
parna,9,0.000265
parod,3,0.000088
parol,6,0.000177
parop,1,0.000029
paros,1,0.000029
parox,7,0.000206
parqu,5,0.000147
parre,1,0.000029
parrh,1,0.000029
parri,3,0.000088
parro,42,0.001239
parse,33,0.000973
parsi,1,0.000029
parsl,5,0.000147
parso,45,0.001327
parta,92,0.002713
parte,498,0.014686
parth,24,0.000708
parti,960,0.028311
partl,133,0.003922
partm,106,0.003126
partn,70,0.002064
parto,6,0.000177
partr,13,0.000383
parts,427,0.012593
partu,162,0.004777
party,592,0.017459
parum,2,0.000059
parvo,1,0.000029
pasam,18,0.000531
pasca,1,0.000029
pasch,50,0.001475
pashe,1,0.000029
pasly,2,0.000059
pasmo,15,0.000442
pasms,2,0.000059
pasna,2,0.000059
pasol,1,0.000029
passa,386,0.011383
passc,1,0.000029
passe,1642,0.048424
passi,797,0.023504
passk,1,0.000029
passm,1,0.000029
passo,1,0.000029
passp,9,0.000265
passw,8,0.000236
paste,20,0.000590
pasti,15,0.000442
pasto,54,0.001592
pastr,1,0.000029
pastu,63,0.001858
pasty,2,0.000059
ceylo,4,0.000118
patag,6,0.000177
patar,1,0.000029
patch,212,0.006252
pated,41,0.001209
paten,10,0.000295
pater,24,0.000708
pathe,57,0.001681
pathi,25,0.000737
pathl,7,0.000206
patho,6,0.000177
paths,177,0.005220
pathw,5,0.000147
pathy,74,0.002182
patia,7,0.000206
patib,9,0.000265
patie,383,0.011295
patin,9,0.000265
patio,105,0.003097
pativ,2,0.000059
patka,1,0.000029
patmo,2,0.000059
pator,10,0.000295
patra,11,0.000324
patri,74,0.002182
patro,165,0.004866
patru,1,0.000029
patte,97,0.002861
patti,16,0.000472
patul,1,0.000029
patyc,137,0.004040
pauci,1,0.000029
paule,11,0.000324
pauli,9,0.000265
pauls,4,0.000118
paulu,16,0.000472
paume,11,0.000324
paunc,13,0.000383
paupe,9,0.000265
pause,261,0.007697
pausi,31,0.000914
pauvr,6,0.000177
paved,38,0.001121
pavem,62,0.001828
paven,1,0.000029
paves,1,0.000029
pavey,1,0.000029
pavia,2,0.000059
pavil,33,0.000973
pavin,4,0.000118
pavlo,185,0.005456
pawed,2,0.000059
pawin,13,0.000383
pawnb,1,0.000029
pawne,4,0.000118
pawni,1,0.000029
pawns,2,0.000059
paxfu,1,0.000029
payan,1,0.000029
payer,5,0.000147
payin,85,0.002507
payma,3,0.000088
payme,46,0.001357
payne,2,0.000059
pazes,2,0.000059
pazzi,1,0.000029
pback,5,0.000147
pbear,11,0.000324
pbell,35,0.001032
pberr,1,0.000029
pboar,13,0.000383
pborn,1,0.000029
pbour,1,0.000029
pbrai,38,0.001121
pbrin,1,0.000029
pbubb,1,0.000029
pcast,1,0.000029
pchee,1,0.000029
pchin,126,0.003716
pcote,4,0.000118
chaan,1,0.000029
chabe,85,0.002507
chabi,11,0.000324
chabl,42,0.001239
chabo,5,0.000147
chabr,1,0.000029
chabu,2,0.000059
chace,5,0.000147
chach,1,0.000029
chaea,76,0.002241
chael,84,0.002477
chaer,1,0.000029
chaet,3,0.000088
chaeu,1,0.000029
chafe,7,0.000206
chaff,19,0.000560
chafi,2,0.000059
chagi,24,0.000708
chago,10,0.000295
chagr,7,0.000206
chaia,25,0.000737
chaic,9,0.000265
chain,246,0.007255
chair,437,0.012887
chais,18,0.000531
chako,2,0.000059
chala,6,0.000177
chalc,5,0.000147
chald,125,0.003686
chale,6,0.000177
chali,40,0.001180
chalk,36,0.001062
chall,102,0.003008
chalm,1,0.000029
chalo,4,0.000118
chama,6,0.000177
chamb,352,0.010381
chame,1,0.000029
chamf,1,0.000029
chamo,23,0.000678
champ,43,0.001268
chana,193,0.005692
chanc,539,0.015895
chand,23,0.000678
chang,1176,0.034681
chani,65,0.001917
chann,58,0.001710
chans,1,0.000029
chant,613,0.018078
chaos,14,0.000413
chaot,1,0.000029
chape,51,0.001504
chapf,1,0.000029
chapi,25,0.000737
chapl,27,0.000796
chapm,4,0.000118
chaps,10,0.000295
chapt,2792,0.082338
chara,325,0.009584
charc,10,0.000295
chard,63,0.001858
chare,9,0.000265
charg,607,0.017901
chari,512,0.015099
charl,58,0.001710
charm,295,0.008700
charn,4,0.000118
charo,51,0.001504
charp,2,0.000059
charr,38,0.001121
chars,2,0.000059
chart,28,0.000826
chary,21,0.000619
chase,216,0.006370
chasi,21,0.000619
chasl,1,0.000029
chasm,20,0.000590
chasp,2,0.000059
chass,10,0.000295
chast,133,0.003922
chasu,1,0.000029
chate,5,0.000147
chath,2,0.000059
chati,6,0.000177
chatr,1,0.000029
chats,2,0.000059
chatt,69,0.002035
chauc,1,0.000029
chaud,23,0.000678
chaul,1,0.000029
chaun,1,0.000029
chaux,1,0.000029
chave,1,0.000029
chavo,2,0.000059
chawe,1,0.000029
chazi,1,0.000029
chbac,1,0.000029
chban,1,0.000029
chbar,1,0.000029
chbec,2,0.000059
chben,1,0.000029
chbis,26,0.000767
chboa,1,0.000029
chbon,1,0.000029
chbow,4,0.000118
chbox,1,0.000029
chcla,1,0.000029
chcra,8,0.000236
chdog,1,0.000029
chduc,3,0.000088
chduk,15,0.000442
chean,1,0.000029
cheap,32,0.000944
cheas,39,0.001150
cheat,46,0.001357
chebb,1,0.000029
chebo,6,0.000177
chebr,1,0.000029
check,132,0.003893
checo,1,0.000029
chede,1,0.000029
chedl,3,0.000088
chedn,1,0.000029
cheds,1,0.000029
cheek,191,0.005633
cheen,1,0.000029
cheer,322,0.009496
chees,60,0.001769
cheev,45,0.001327
chega,19,0.000560
chekm,3,0.000088
chela,4,0.000118
cheld,2,0.000059
chele,5,0.000147
cheli,7,0.000206
chell,6,0.000177
chelm,2,0.000059
chelo,151,0.004453
chels,5,0.000147
chelu,1,0.000029
chema,1,0.000029
cheme,86,0.002536
chemi,31,0.000914
chems,1,0.000029
chemy,1,0.000029
chend,1,0.000029
chene,9,0.000265
cheni,9,0.000265
chenk,2,0.000059
cheno,1,0.000029
chens,7,0.000206
cheon,16,0.000472
chepe,1,0.000029
cheph,2,0.000059
chequ,6,0.000177
chera,1,0.000029
cherb,15,0.000442
chere,24,0.000708
cheri,84,0.002477
chern,8,0.000236
chero,67,0.001976
cherr,17,0.000501
chers,175,0.005161
cheru,98,0.002890
chery,83,0.002448
chese,10,0.000295
chesl,1,0.000029
chess,307,0.009054
chest,229,0.006753
cheth,100,0.002949
chets,1,0.000029
chetu,3,0.000088
chetw,5,0.000147
chety,1,0.000029
cheur,2,0.000059
cheus,5,0.000147
cheva,7,0.000206
cheve,20,0.000590
chevo,3,0.000088
chevs,1,0.000029
chewe,19,0.000560
chewi,15,0.000442
chews,1,0.000029
chfor,4,0.000118
chful,74,0.002182
pdate,1,0.000029
chgeb,1,0.000029
chhou,4,0.000118
chial,3,0.000088
chian,4,0.000118
chias,181,0.005338
chiav,14,0.000413
chiba,1,0.000029
chica,36,0.001062
chice,1,0.000029
chich,15,0.000442
chick,19,0.000560
chico,2,0.000059
chicu,6,0.000177
chide,40,0.001180
chidi,6,0.000177
chido,1,0.000029
chids,5,0.000147
chief,1249,0.036834
chiel,64,0.001887
chiep,1,0.000029
chies,9,0.000265
chiet,1,0.000029
chiev,180,0.005308
chiez,1,0.000029
chiff,3,0.000088
chifi,2,0.000059
chify,1,0.000029
chiga,2,0.000059
chigi,2,0.000059
chiis,1,0.000029
chiko,1,0.000029
chila,3,0.000088
child,3101,0.091451
chile,1,0.000029
chili,4,0.000118
chill,143,0.004217
chilp,1,0.000029
chima,16,0.000472
chime,41,0.001209
chimi,4,0.000118
chimn,62,0.001828
chimo,1,0.000029
china,37,0.001091
chine,257,0.007579
ching,1530,0.045121
chink,19,0.000560
chinl,10,0.000295
chinn,2,0.000059
chino,8,0.000236
chins,8,0.000236
chint,2,0.000059
chion,1,0.000029
chior,17,0.000501
chios,3,0.000088
chipe,7,0.000206
chipi,1,0.000029
chipp,5,0.000147
chips,11,0.000324
chira,1,0.000029
chiri,1,0.000029
chiro,2,0.000059
chirp,5,0.000147
chirr,4,0.000118
chisa,3,0.000088
chise,34,0.001003
chisi,1,0.000029
chism,14,0.000413
chiss,1,0.000029
chist,1,0.000029
chisu,5,0.000147
chite,48,0.001416
chiti,1,0.000029
chito,38,0.001121
chium,43,0.001268
chiva,179,0.005279
chive,19,0.000560
chkin,2,0.000059
chkov,6,0.000177
chlan,3,0.000088
chlap,4,0.000118
chles,23,0.000678
chlig,15,0.000442
chlik,2,0.000059
chloe,4,0.000118
chlor,10,0.000295
chlos,1,0.000029
chmak,10,0.000295
chman,236,0.006960
chmas,17,0.000501
chmen,231,0.006812
chmer,1,0.000029
chmet,3,0.000088
chmid,8,0.000236
chmon,18,0.000531
chnap,1,0.000029
chned,1,0.000029
chnei,2,0.000059
chnes,7,0.000206
chnic,29,0.000855
chnik,2,0.000059
chniq,5,0.000147
chnis,4,0.000118
chnol,2,0.000059
choba,8,0.000236
chobi,1,0.000029
chobo,6,0.000177
chock,7,0.000206
choco,22,0.000649
chocq,2,0.000059
chodc,2,0.000059
chode,1,0.000029
chodo,144,0.004247
choed,41,0.001209
choes,26,0.000767
choic,200,0.005898
choin,26,0.000767
choir,18,0.000531
choke,63,0.001858
choki,26,0.000767
chola,687,0.020260
chole,7,0.000206
cholh,2,0.000059
choli,1,0.000029
cholo,23,0.000678
chols,1,0.000029
choly,95,0.002802
chome,3,0.000088
chona,1,0.000029
chonb,4,0.000118
chond,2,0.000059
chone,6,0.000177
choni,21,0.000619
chons,1,0.000029
chook,166,0.004895
chool,143,0.004217
choon,6,0.000177
choos,305,0.008995
choot,6,0.000177
choph,1,0.000029
chopi,5,0.000147
chopp,21,0.000619
chops,1,0.000029
chora,1,0.000029
chord,34,0.001003
chore,12,0.000354
chori,2,0.000059
chorr,1,0.000029
chors,19,0.000560
choru,23,0.000678
chose,460,0.013566
chosi,2,0.000059
choso,1,0.000029
choss,16,0.000472
chost,2,0.000059
choth,1,0.000029
chots,1,0.000029
choug,1,0.000029
chout,1,0.000029
chove,1,0.000029
chovy,1,0.000029
chowd,13,0.000383
choza,1,0.000029
choze,1,0.000029
chozi,44,0.001298
chpan,1,0.000029
chpin,1,0.000029
chpla,1,0.000029
chpol,9,0.000265
chrae,2,0.000059
chral,2,0.000059
chran,5,0.000147
chres,28,0.000826
chris,1568,0.046241
chrom,3,0.000088
chron,39,0.001150
chrym,4,0.000118
chrys,42,0.001239
chsaf,23,0.000678
chsap,2,0.000059
chsto,1,0.000029
chtea,13,0.000383
chten,2,0.000059
chthe,7,0.000206
chtil,1,0.000029
chtim,1,0.000029
chtiq,1,0.000029
chton,4,0.000118
chtow,6,0.000177
chtun,1,0.000029
pdoor,4,0.000118
chubb,4,0.000118
chube,16,0.000472
chuca,2,0.000059
chuck,26,0.000767
chuel,12,0.000354
chuit,1,0.000029
chuma,1,0.000029
chump,1,0.000029
chums,1,0.000029
chunk,1,0.000029
churc,691,0.020378
churi,1,0.000029
churl,4,0.000118
churn,17,0.000501
chusa,22,0.000649
chuse,4,0.000118
chusi,3,0.000088
chuss,9,0.000265
chute,1,0.000029
chwab,3,0.000088
chwac,1,0.000029
chwar,2,0.000059
chway,30,0.000885
pdrag,1,0.000029
chwom,12,0.000354
chwoo,4,0.000118
chwor,11,0.000324
chyar,26,0.000767
chylu,1,0.000029
chyni,1,0.000029
chzib,2,0.000059
ciabl,15,0.000442
ciali,43,0.001268
ciall,529,0.015601
cialn,1,0.000029
cials,24,0.000708
cialt,4,0.000118
ciana,1,0.000029
ciani,3,0.000088
ciano,2,0.000059
cians,141,0.004158
ciars,1,0.000029
ciary,4,0.000118
ciate,107,0.003156
ciati,68,0.002005
ciato,1,0.000029
cibbo,1,0.000029
cibil,5,0.000147
cible,39,0.001150
cibly,11,0.000324
cibsa,1,0.000029
cical,1,0.000029
cicer,29,0.000855
cicle,5,0.000147
cicon,8,0.000236
cidal,2,0.000059
cidas,1,0.000029
cidat,7,0.000206
cidea,4,0.000118
cided,244,0.007196
ciden,278,0.008198
cider,1,0.000029
cides,18,0.000531
cidim,1,0.000029
cidin,14,0.000413
cidit,4,0.000118
cidiu,1,0.000029
cidly,2,0.000059
cield,1,0.000029
cienc,311,0.009172
cienn,5,0.000147
cient,893,0.026335
ciers,2,0.000059
ciest,2,0.000059
cieth,1,0.000029
cieti,11,0.000324
ciety,249,0.007343
cieux,1,0.000029
cifer,12,0.000354
cific,60,0.001769
cifie,65,0.001917
cifix,8,0.000236
peace,1187,0.035005
peach,13,0.000383
peaco,6,0.000177
peado,1,0.000029
ciful,117,0.003450
peaka,23,0.000678
peake,146,0.004306
peaki,538,0.015866
cifyi,6,0.000177
peaks,114,0.003362
peakw,15,0.000442
peale,14,0.000413
peali,11,0.000324
peals,17,0.000501
peans,7,0.000206
peara,341,0.010056
peare,821,0.024212
peari,64,0.001887
pearl,101,0.002979
pearm,7,0.000206
pears,231,0.006812
cigar,56,0.001651
peasa,258,0.007609
pease,59,0.001740
peasi,2,0.000059
peate,340,0.010027
peati,70,0.002064
peats,6,0.000177
pebbl,19,0.000560
pecca,1,0.000029
peche,1,0.000029
pecia,724,0.021351
pecie,65,0.001917
pecif,22,0.000649
pecim,19,0.000560
pecio,1,0.000029
pecke,6,0.000177
pecki,3,0.000088
peckl,14,0.000413
pecks,14,0.000413
pecla,1,0.000029
pecoo,1,0.000029
pecta,321,0.009467
pecte,666,0.019641
pectf,90,0.002654
pecti,268,0.007904
pectl,7,0.000206
pecto,6,0.000177
pectr,12,0.000354
pects,77,0.002271
pecul,226,0.006665
pecun,6,0.000177
pedag,3,0.000088
pedal,1,0.000029
pedan,8,0.000236
peddl,14,0.000413
peded,9,0.000265
pedes,24,0.000708
pedie,44,0.001298
pedig,11,0.000324
pedim,16,0.000472
pedin,2,0.000059
pedit,92,0.002713
pediu,3,0.000088
pedla,2,0.000059
pedoe,6,0.000177
pedro,106,0.003126
peech,377,0.011118
peede,1,0.000029
peedf,1,0.000029
peedi,73,0.002153
peeds,1,0.000029
peedw,1,0.000029
peedy,28,0.000826
peele,6,0.000177
peeli,3,0.000088
peels,2,0.000059
peepe,23,0.000678
peepi,12,0.000354
peeps,2,0.000059
peera,1,0.000029
peere,45,0.001327
peeri,62,0.001828
peerl,37,0.001091
peers,13,0.000383
peevi,2,0.000059
pefac,1,0.000029
pefie,10,0.000295
cilab,5,0.000147
cilas,6,0.000177
peful,46,0.001357
ciled,33,0.000973
cilem,1,0.000029
ciles,12,0.000354
pefyi,1,0.000029
cilia,43,0.001268
cilic,20,0.000590
cilin,4,0.000118
cilio,7,0.000206
cilit,21,0.000619
ciliu,9,0.000265
cilla,12,0.000354
cille,1,0.000029
cillo,17,0.000501
cillu,7,0.000206
pegas,2,0.000059
pegat,4,0.000118
cilor,2,0.000059
peggi,6,0.000177
pegia,4,0.000118
pegra,5,0.000147
cimah,2,0.000059
cimas,1,0.000029
cimbe,1,0.000029
cimbr,6,0.000177
cimen,19,0.000560
cimer,1,0.000029
cimet,2,0.000059
cimit,17,0.000501
cimme,1,0.000029
cimoe,2,0.000059
pehee,1,0.000029
cimus,28,0.000826
cinal,1,0.000029
cinan,210,0.006193
cinat,73,0.002153
cinca,1,0.000029
cinct,10,0.000295
cinda,96,0.002831
cinde,5,0.000147
cinea,296,0.008729
cinel,1,0.000029
cinem,4,0.000118
cines,26,0.000767
cinge,50,0.001475
cingl,12,0.000354
cings,8,0.000236
cingu,2,0.000059
cinia,1,0.000029
cinif,1,0.000029
cinip,10,0.000295
cinit,41,0.001209
ciniu,1,0.000029
cinna,8,0.000236
cinoe,1,0.000029
peian,10,0.000295
cinou,63,0.001858
cinqu,3,0.000088
cinth,11,0.000324
cinti,4,0.000118
cinto,1,0.000029
peira,2,0.000059
peiri,2,0.000059
peism,1,0.000029
peith,7,0.000206
peiti,1,0.000029
ciolo,2,0.000059
ciona,2,0.000059
cione,24,0.000708
cioni,1,0.000029
cionn,1,0.000029
cions,30,0.000885
ciosi,1,0.000029
cious,1204,0.035507
cipal,209,0.006164
cipan,2,0.000059
cipat,72,0.002123
cipes,1,0.000029
ciphe,12,0.000354
cipic,31,0.000914
cipie,2,0.000059
cipio,52,0.001534
cipit,20,0.000590
ciple,396,0.011678
cipli,116,0.003421
cipol,1,0.000029
cippe,1,0.000029
cippi,1,0.000029
cipro,8,0.000236
pekee,1,0.000029
ciput,3,0.000088
pelag,23,0.000678
pelar,9,0.000265
pelas,1,0.000029
pelay,1,0.000029
peleg,73,0.002153
pelen,26,0.000767
peles,95,0.002802
peleu,10,0.000295
cique,1,0.000029
pelia,2,0.000059
pelic,2,0.000059
pelig,4,0.000118
pelin,1,0.000029
pelio,1,0.000029
pelis,2,0.000059
pelku,1,0.000029
pella,22,0.000649
pellb,3,0.000088
pelle,160,0.004719
pelli,37,0.001091
pells,14,0.000413
pelop,1,0.000029
pelor,1,0.000029
pelst,1,0.000029
pelte,7,0.000206
circa,7,0.000206
pelti,2,0.000059
circe,45,0.001327
circl,308,0.009083
pelts,2,0.000059
peltr,1,0.000029
circu,643,0.018963
cirda,1,0.000029
pelus,4,0.000118
pelvi,1,0.000029
ciria,1,0.000029
ciril,3,0.000088
cirim,2,0.000059
cirio,1,0.000029
cirit,30,0.000885
ciron,5,0.000147
cirrh,1,0.000029
pemen,2,0.000059
cirya,1,0.000029
ciryo,1,0.000029
pemon,1,0.000029
cisal,4,0.000118
cisca,2,0.000059
cisco,4,0.000118
cised,135,0.003981
cisel,57,0.001681
cisen,2,0.000059
cises,23,0.000678
cisin,13,0.000383
cisio,179,0.005279
cisiv,34,0.001003
cisms,9,0.000265
penal,45,0.001327
penan,120,0.003539
cison,5,0.000147
pence,36,0.001062
penci,31,0.000914
penda,18,0.000531
pende,227,0.006694
pendi,114,0.003362
pendo,7,0.000206
pends,54,0.001592
pendt,1,0.000029
pendu,4,0.000118
pened,1405,0.041434
penel,113,0.003332
penem,1,0.000029
cissi,9,0.000265
pener,4,0.000118
penes,7,0.000206
penet,91,0.002684
cisso,5,0.000147
peneu,1,0.000029
cissu,5,0.000147
ciste,30,0.000885
cists,3,0.000088
penha,3,0.000088
penho,3,0.000088
penin,394,0.011619
penit,65,0.001917
penkn,5,0.000147
penly,82,0.002418
penma,1,0.000029
penme,2,0.000059
penmo,1,0.000029
penna,3,0.000088
penne,6,0.000177
penni,10,0.000295
penno,5,0.000147
penny,27,0.000796
penor,4,0.000118
citab,5,0.000147
citad,68,0.002005
